review_rank,intake_type,manual_review_status,promotion_allowed,title,start_date_time,display_location,borough,proposed_lat,proposed_lng,geocoder_source,geocoder_confidence,confidence_reason,parks_title_date_match,calendar_title_date_match,has_coordinates,google_maps_search_url,google_maps_pin_url,manual_review_notes,approval_decision_reason,manual_reviewer,manual_reviewed_at_utc,overlap_key,source_event_id
11,parks_only,rejected,False,CANCELLED: Dance in the Park: Salsa,2026-07-18T11:00 am,East River Picnic Area (in Randall's Island Park),,40.783056947393,-73.933829307556,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=East+River+Picnic+Area+%28in+Randall%27s+Island+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.783056947393%2C-73.933829307556,Batch 1 auto-reject — canceled event.,Canceled per Parks feed title (CANCELLED: Dance in the Park: Salsa).,Howard Weiss,2026-07-17T20:00:56.361721+00:00,cancelled dance in the park salsa|2026-07-18,2201714
12,parks_only,approved,False,Flower Bundle Dyeing,2026-07-18T12:30 pm,Maple Street Community Garden,,40.660908,-73.9528349,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Maple+Street+Community+Garden%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.660908%2C-73.9528349,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,flower bundle dyeing|2026-07-18,2211129
13,parks_only,approved,False,Gather for Field Day,2026-07-18T1:00 pm,Success Garden - East New York,,40.6648739,-73.8975101,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Success+Garden+-+East+New+York%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.6648739%2C-73.8975101,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,gather for field day|2026-07-18,2211577
14,parks_only,approved,False,It's My Park at Leif Ericson Park,2026-07-18T10:00 am,Leif Ericson Park,,40.631000518799,-74.012199401855,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Leif+Ericson+Park%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.631000518799%2C-74.012199401855,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at leif ericson park|2026-07-18,2211144
15,parks_only,approved,False,Just for Kids: Uncle Tony&#8217;s Reptile Show,2026-07-18T11:00 am,Playground 278 (in Marine Park),,40.5964589,-73.9193055,nyc_parks_bigapps_events_snapshot,medium,Pin-quality correction: relocated pin into 'Marine Park' park interior (parent context 'Marine Park') for manual review only.,False,False,True,https://www.google.com/maps/search/?api=1&query=Playground+278+%28in+Marine+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.5964589%2C-73.9193055,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,just for kids uncle tony 8217 s reptile show|2026-07-18,2141011
16,parks_only,approved,False,LaBlast&#174; Fitness,2026-07-18T10:30 am,Brooklyn Public Library - New Utrecht,,40.607961671271,-74.003469103657,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Brooklyn+Public+Library+-+New+Utrecht%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.607961671271%2C-74.003469103657,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,lablast 174 fitness|2026-07-18,2130696
17,parks_only,approved,False,Moves with Lim&#243;n Dance at Bryant Park,2026-07-18T10:00 am,Bryant Park Lawn (in Bryant Park),,40.753819792011,-73.983734458685,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Bryant+Park+Lawn+%28in+Bryant+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.753819792011%2C-73.983734458685,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,moves with lim 243 n dance at bryant park|2026-07-18,2174175
18,parks_only,approved,False,Movies Under the Stars: Hoppers (2026),2026-07-18T8:30 pm,Baruch Playground,,40.71730041503906,-73.97679901123047,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Baruch+Playground%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.71730041503906%2C-73.97679901123047,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,movies under the stars hoppers 2026|2026-07-18,2210649
19,parks_only,approved,False,STRONG Nation&#174;,2026-07-18T10:30 am,Rock Climbing Wall Room (in Gertrude Ederle Recreation Center),,40.77149963,-73.9885025,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Rock+Climbing+Wall+Room+%28in+Gertrude+Ederle+Recreation+Center%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.77149963%2C-73.9885025,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,strong nation 174|2026-07-18,2177920
20,parks_only,approved,False,Shea Butter Grooves,2026-07-18T12:00 pm,Fit4Dance NYC,,40.6487517,-73.9572669,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Fit4Dance+NYC%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.6487517%2C-73.9572669,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,shea butter grooves|2026-07-18,2211069
21,parks_only,approved,False,A Celebration and Fundraiser,2026-07-19T4:00 pm,Sunset Community Garden,,40.709253,-73.9162526,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Sunset+Community+Garden%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.709253%2C-73.9162526,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,a celebration and fundraiser|2026-07-19,2211138
22,parks_only,approved,False,Catch-and-Release Fishing,2026-07-19T1:00 pm,Brooklyn Bridge Park,,40.700099945068,-73.997299194336,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Brooklyn+Bridge+Park%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.700099945068%2C-73.997299194336,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,catch and release fishing|2026-07-19,2211312
23,parks_only,approved,False,Hatha Flow,2026-07-19T1:00 pm,Brower Park Lawn (in Brower Park),,40.673487329365,-73.942834436893,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Brower+Park+Lawn+%28in+Brower+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.673487329365%2C-73.942834436893,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,hatha flow|2026-07-19,2211126
24,parks_only,approved,False,It's My Park at McKinley Park,2026-07-19T10:00 am,McKinley Park,,40.62670135498,-74.016403198242,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=McKinley+Park%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.62670135498%2C-74.016403198242,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at mckinley park|2026-07-19,2211145
25,parks_only,approved,False,It's My Park at Sunset Park,2026-07-19T10:00 am,Sunset Park Recreation Center (in Sunset Park),,40.646701812744,-74.002395629883,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Sunset+Park+Recreation+Center+%28in+Sunset+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.646701812744%2C-74.002395629883,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at sunset park|2026-07-19,2211146
26,parks_only,approved,False,LaBlast&#174; Fitness,2026-07-19T10:00 am,Parachute Jump (in Coney Island Beach & Boardwalk),,40.5715231,-73.9787907,nyc_parks_bigapps_events_snapshot,medium,Pin-quality correction: relocated pin into 'Coney Island Beach & Boardwalk' park interior (parent context 'Coney Island Beach & Boardwalk') for manual review only.,False,False,True,https://www.google.com/maps/search/?api=1&query=Parachute+Jump+%28in+Coney+Island+Beach+%26+Boardwalk%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.5715231%2C-73.9787907,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,lablast 174 fitness|2026-07-19,2171293
27,parks_only,approved,False,Strength & Cardio Circuit Training,2026-07-19T9:30 am,Dance Room (in St. James Park),,40.86443093737,-73.89871762693,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Dance+Room+%28in+St.+James+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.86443093737%2C-73.89871762693,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,strength cardio circuit training|2026-07-19,2210390
28,parks_only,approved,False,P&#233;tanque in the Park,2026-07-20T1:00 pm,Pétanque Court (in Washington Square Park),,40.730311274589,-73.997564613819,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=P%C3%A9tanque+Court+%28in+Washington+Square+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.730311274589%2C-73.997564613819,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,p 233 tanque in the park|2026-07-20,2189792
29,parks_only,approved,False,Zumba Gold&#174;,2026-07-20T9:15 am,New Settlement Community Center,,40.84238815307617,-73.91618347167969,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=New+Settlement+Community+Center%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.84238815307617%2C-73.91618347167969,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,zumba gold 174|2026-07-20,2184362
30,parks_only,approved,False,It's My Park at Sunset Park,2026-07-21T10:00 am,Sunset Park Recreation Center (in Sunset Park),,40.646701812744,-74.002395629883,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Sunset+Park+Recreation+Center+%28in+Sunset+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.646701812744%2C-74.002395629883,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at sunset park|2026-07-21,2211147
31,parks_only,approved,False,Zumba Gold&#174;,2026-07-21T11:15 am,Multi-Use Room (in Williamsbridge Oval),,40.876733907,-73.878591092031,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Multi-Use+Room+%28in+Williamsbridge+Oval%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.876733907%2C-73.878591092031,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,zumba gold 174|2026-07-21,2126866
32,parks_only,approved,False,It's My Park at Bensonhurst Park,2026-07-22T3:00 pm,Bensonhurst Park,,40.597301483154,-74.000801086426,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Bensonhurst+Park%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.597301483154%2C-74.000801086426,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at bensonhurst park|2026-07-22,2211150
33,parks_only,approved,False,It's My Park at Brower Park,2026-07-22T10:00 am,Brower Park Butterfly Garden (in Brower Park),,40.67375339583,-73.943148255348,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Brower+Park+Butterfly+Garden+%28in+Brower+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.67375339583%2C-73.943148255348,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at brower park|2026-07-22,2211148
34,parks_only,approved,False,It's My Park at Seaside Wildlife Nature Park,2026-07-22T11:00 am,Seaside Wildlife Nature Park - boardwalk area (in Seaside Wildlife Nature Park),,40.5401825059,-74.142326843721,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Seaside+Wildlife+Nature+Park+-+boardwalk+area+%28in+Seaside+Wildlife+Nature+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.5401825059%2C-74.142326843721,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,it s my park at seaside wildlife nature park|2026-07-22,2211149
35,parks_only,approved,False,Movies Under the Stars: Goat (2026),2026-07-22T8:45 pm,Entrance - Colden Street and Elder Avenue (in Kissena Corridor Park),,40.751549163227,-73.824318378732,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Entrance+-+Colden+Street+and+Elder+Avenue+%28in+Kissena+Corridor+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.751549163227%2C-73.824318378732,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,movies under the stars goat 2026|2026-07-22,2211246
36,parks_only,approved,False,Movies Under the Stars: Space Jam (1996),2026-07-22T8:30 pm,Driggs Avenue and Lorimer Street (in McCarren Park),,40.7215271,-73.9525881,nyc_parks_bigapps_events_snapshot,medium,Pin-quality correction: relocated pin into 'McCarren Park' park interior (parent context 'McCarren Park') for manual review only.,False,False,True,https://www.google.com/maps/search/?api=1&query=Driggs+Avenue+and+Lorimer+Street+%28in+McCarren+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.7215271%2C-73.9525881,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,movies under the stars space jam 1996|2026-07-22,2210912
37,parks_only,approved,False,P&#233;tanque in the Park,2026-07-22T12:00 pm,Pétanque Court (in Washington Square Park),,40.730311274589,-73.997564613819,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=P%C3%A9tanque+Court+%28in+Washington+Square+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.730311274589%2C-73.997564613819,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,p 233 tanque in the park|2026-07-22,2189846
38,parks_only,rejected,False,CANCELED: Functional Yoga ,2026-07-23T1:00 pm,New York Public Library - Morningside Heights Branch,,40.806144714355,-73.964828491211,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=New+York+Public+Library+-+Morningside+Heights+Branch%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.806144714355%2C-73.964828491211,Batch 1 auto-reject — canceled event.,"Canceled per Parks feed title (CANCELED: Functional Yoga, recurring instance).",Howard Weiss,2026-07-17T20:00:56.361721+00:00,canceled functional yoga|2026-07-23,2190988
39,parks_only,approved,False,Dance Fusion,2026-07-23T6:30 pm,Gymnasium (in Julio Carballo Fields),,40.814910128999,-73.889116707316,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Gymnasium+%28in+Julio+Carballo+Fields%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.814910128999%2C-73.889116707316,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,dance fusion|2026-07-23,2211482
40,parks_only,approved,False,Movies Under the Stars: Sister Act (1992),2026-07-23T8:30 pm,Herbert Von King Park,,40.689376872274,-73.946824550629,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Herbert+Von+King+Park%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.689376872274%2C-73.946824550629,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,movies under the stars sister act 1992|2026-07-23,2210950
41,parks_only,approved,False,On a Limb! In the Garden,2026-07-23T6:30 pm,61 Franklin Street Garden,,40.727572552669,-73.95740435582,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=61+Franklin+Street+Garden%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.727572552669%2C-73.95740435582,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,on a limb in the garden|2026-07-23,2211172
42,parks_only,approved,False,Trail Work Thursdays,2026-07-23T9:00 am,VCPA Learning Garden (in Van Cortlandt Park),,40.8939972,-73.8917568,nyc_parks_bigapps_events_snapshot,medium,Pin-quality correction: relocated pin into 'Van Cortlandt Park' park interior (parent context 'Van Cortlandt Park') for manual review only.,False,False,True,https://www.google.com/maps/search/?api=1&query=VCPA+Learning+Garden+%28in+Van+Cortlandt+Park%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.8939972%2C-73.8917568,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,trail work thursdays|2026-07-23,2210378
43,parks_only,approved,False,"Arts, Culture and Fun: BE BOLDER: Senior Ballet Programming",2026-07-24T11:00 am,Multi-Use Room (in Williamsbridge Oval),,40.876733907,-73.878591092031,nyc_parks_bigapps_events_snapshot,high,Inline coordinates from NYC Parks BigApps events feed; manual review required before map merge.,False,False,True,https://www.google.com/maps/search/?api=1&query=Multi-Use+Room+%28in+Williamsbridge+Oval%29%2C+New+York%2C+NY,https://www.google.com/maps/search/?api=1&query=40.876733907%2C-73.878591092031,location resolution engine pass,Supplemental approved; NYC coordinates from Parks feed; pin verified,Howard Weiss,2026-07-17T20:00:56.361721+00:00,arts culture and fun be bolder senior ballet programming|2026-07-24,2178887
